NameYear,Name,Pos,Age,TeamOrTot,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,Salary,ID,Team,SalClean,SalNorm
Precious_Achiuwa_2021,Precious Achiuwa,C,22,TOR,73,28,23.6,3.6,8.3,.439,0.8,2.1,.359,2.9,6.1,.468,.486,1.1,1.8,.595,2.0,4.5,6.5,1.1,0.5,0.6,1.2,2.1,9.1,.259,6.9,2.3,-2.6,-0.6,21.7,2.1,.217,-2.0,8.7,0.4,12.7,1.1,11.3,14.9,.503,18.5,-0.2,2.5,.070,"$2,711,280",/players/a/achiupr01.html,TOR,2.71128,
Steven_Adams_2021,Steven Adams,C,28,MEM,76,75,26.3,2.8,5.1,.547,0.0,0.0,.000,2.8,5.0,.548,.547,1.4,2.6,.543,4.6,5.4,10.0,3.4,0.9,0.8,1.5,2.0,6.9,.003,16.1,2.7,2.0,1.0,22.0,3.0,.518,1.0,17.9,3.8,17.6,1.6,19.6,19.9,.560,12.0,2.0,6.8,.163,"$17,073,171",/players/a/adamsst01.html,MEM,17.073171,
Bam_Adebayo_2021,Bam Adebayo,C,24,MIA,56,56,32.6,7.3,13.0,.557,0.0,0.1,.000,7.3,12.9,.562,.557,4.6,6.1,.753,2.4,7.6,10.1,3.4,1.4,0.8,2.6,3.1,19.1,.008,17.5,2.6,3.8,2.1,26.1,3.5,.466,1.7,8.7,3.6,21.8,2.2,14.4,17.5,.608,25.0,2.7,7.2,.188,"$28,103,550",/players/a/adebaba01.html,MIA,28.10355,
Santi_Aldama_2021,Santi Aldama,PF,21,MEM,32,0,11.3,1.7,4.1,.402,0.2,1.5,.125,1.5,2.6,.560,.424,0.6,1.0,.625,1.0,1.7,2.7,0.7,0.2,0.3,0.5,1.1,4.1,.364,7.7,2.5,-5.7,-1.5,16.1,0.4,.242,-4.2,9.4,-0.1,10.2,0.8,9.9,12.6,.452,18.4,-0.3,0.3,.044,"$1,994,520",/players/a/aldamsa01.html,MEM,1.99452,
LaMarcus_Aldridge_2021,LaMarcus Aldridge,C,36,BRK,47,12,22.3,5.4,9.7,.550,0.3,1.0,.304,5.1,8.8,.578,.566,1.9,2.2,.873,1.6,3.9,5.5,0.9,0.3,1.0,0.9,1.7,12.9,.100,6.3,4.0,0.7,-0.6,18.7,1.0,.223,1.3,7.8,2.1,19.6,0.6,8.0,13.4,.604,22.4,0.7,3.1,.141,"$2,641,691",/players/a/aldrila01.html,BRK,2.641691,
Nickeil_Alexander-Walker_2021,Nickeil Alexander-Walker,SG,23,TOT,65,21,22.6,3.9,10.5,.372,1.6,5.2,.311,2.3,5.3,.433,.449,1.2,1.7,.743,0.6,2.3,2.9,2.4,0.7,0.4,1.4,1.6,10.6,.497,16.1,1.5,-2.9,-1.1,11.5,1.1,.160,-1.8,2.7,-1.1,10.5,1.5,11.3,7.1,.475,24.1,-0.3,0.1,.003,"$3,261,480",/players/a/alexani01.html,UTA,3.26148,
Grayson_Allen_2021,Grayson Allen,SG,26,MIL,66,61,27.3,3.9,8.6,.448,2.4,5.9,.409,1.5,2.7,.533,.588,1.0,1.1,.865,0.5,2.9,3.4,1.5,0.7,0.3,0.7,1.5,11.1,.684,7.6,1.0,0.5,-0.2,10.9,1.4,.130,0.6,1.9,2.8,12.7,1.2,6.7,6.5,.609,15.2,1.1,4.2,.110,"$4,054,695",/players/a/allengr01.html,MIL,4.054695,
Jarrett_Allen_2021,Jarrett Allen,C,23,CLE,56,56,32.3,6.6,9.7,.677,0.0,0.2,.100,6.6,9.6,.688,.678,2.9,4.2,.708,3.4,7.3,10.8,1.6,0.8,1.3,1.7,1.7,16.1,.018,8.2,3.7,3.9,1.2,24.5,3.0,.428,2.7,12.0,5.4,23.0,1.2,12.7,18.4,.698,18.1,2.7,8.5,.225,"$20,000,000",/players/a/allenja01.html,CLE,20.0,
Jose_Alvarado_2021,Jose Alvarado,PG,23,NOP,54,1,15.4,2.4,5.4,.446,0.6,2.0,.291,1.8,3.4,.538,.500,0.7,1.0,.679,0.5,1.4,1.9,2.8,1.3,0.1,0.7,1.4,6.1,.374,26.9,0.8,1.9,2.4,10.2,1.1,.180,-0.5,3.2,1.0,16.4,4.2,11.2,6.6,.520,18.4,0.8,2.1,.121,"$1,500,000",/players/a/alvarjo01.html,NOP,1.5,
Justin_Anderson_2021,Justin Anderson,SF,28,TOT,16,6,19.8,2.3,5.9,.379,0.9,3.7,.254,1.3,2.3,.583,.458,0.9,1.2,.789,0.3,2.6,2.9,2.1,0.5,0.4,0.5,1.4,6.4,.621,14.2,1.7,-3.2,-1.3,15.0,0.2,.200,-1.9,1.4,0.2,10.4,1.2,7.2,8.1,.493,15.1,-0.1,0.4,.054,,/players/a/anderju01.html,IND,,
Kyle_Anderson_2021,Kyle Anderson,PF,28,MEM,69,11,21.5,3.0,6.8,.446,0.5,1.6,.330,2.5,5.2,.481,.484,1.0,1.5,.638,1.0,4.3,5.3,2.7,1.1,0.7,1.0,1.6,7.6,.232,16.2,2.7,1.2,2.1,21.6,2.5,.224,-0.9,4.8,1.0,14.4,2.5,12.1,13.0,.506,16.2,1.2,3.5,.113,"$9,937,150",/players/a/anderky01.html,MEM,9.93715,
Giannis_Antetokounmpo_2021,Giannis Antetokounmpo,PF,27,MIL,67,67,32.9,10.3,18.6,.553,1.1,3.6,.293,9.2,15.0,.616,.582,8.3,11.4,.722,2.0,9.6,11.6,5.8,1.1,1.4,3.3,3.2,29.9,.194,31.7,4.0,11.2,3.5,30.4,3.7,.615,7.6,6.6,9.2,32.1,1.6,12.2,18.7,.633,34.9,7.4,12.9,.281,"$39,344,970",/players/a/antetgi01.html,MIL,39.34497,
Thanasis_Antetokounmpo_2021,Thanasis Antetokounmpo,SF,29,MIL,48,6,9.9,1.5,2.7,.547,0.0,0.3,.143,1.4,2.4,.596,.555,0.6,1.0,.630,0.8,1.3,2.1,0.5,0.3,0.3,0.5,1.4,3.6,.109,6.5,2.4,-3.5,-0.1,13.4,0.5,.359,-3.5,9.2,0.4,12.5,1.6,14.9,11.3,.577,15.7,-0.2,0.9,.095,"$1,729,217",/players/a/antetth01.html,MIL,1.729217,
Carmelo_Anthony_2021,Carmelo Anthony,PF,37,LAL,69,3,26.0,4.6,10.5,.441,2.2,5.8,.375,2.5,4.7,.521,.544,1.9,2.3,.830,0.9,3.3,4.2,1.0,0.7,0.8,0.9,2.4,13.3,.549,5.6,2.6,-0.5,-0.8,13.5,1.4,.220,0.4,3.7,2.2,14.8,1.3,6.9,8.6,.579,20.4,0.7,3.6,.097,"$2,641,691",/players/a/anthoca01.html,LAL,2.641691,
Cole_Anthony_2021,Cole Anthony,PG,21,ORL,65,65,31.7,5.5,14.0,.391,2.0,6.0,.338,3.5,8.0,.432,.464,3.3,3.9,.854,0.5,4.9,5.4,5.7,0.7,0.3,2.6,2.6,16.3,.429,28.9,0.8,-1.2,-0.6,16.2,1.7,.277,-0.6,1.6,-0.1,13.5,1.1,14.2,8.9,.519,25.1,0.4,1.6,.038,"$3,449,400",/players/a/anthoco01.html,ORL,3.4494,
OG_Anunoby_2021,OG Anunoby,SF,24,TOR,48,48,36.0,6.4,14.5,.443,2.4,6.6,.363,4.0,7.9,.511,.526,1.9,2.5,.754,1.5,4.0,5.5,2.6,1.5,0.5,1.7,2.7,17.1,.455,11.0,1.4,0.5,0.1,12.6,1.9,.169,0.4,4.4,1.8,14.8,2.1,9.7,8.3,.549,20.5,1.1,3.7,.104,"$16,071,429",/players/a/anunoog01.html,TOR,16.071429,
Ryan_Arcidiacono_2021,Ryan Arcidiacono,PG,27,NYK,10,0,7.6,0.6,1.2,.500,0.4,0.9,.444,0.2,0.3,.667,.667,0.0,0.0,,0.0,0.8,0.8,0.4,0.1,0.0,0.3,0.5,1.6,.750,7.5,0.0,-4.6,0.0,11.5,0.1,.000,-4.6,0.0,0.0,6.1,0.7,20.0,5.7,.667,8.6,-0.1,0.1,.052,"$586,136",/players/a/arcidry01.html,NYK,0.586136,
Trevor_Ariza_2021,Trevor Ariza,SF,36,LAL,24,11,19.3,1.4,4.1,.333,0.8,3.1,.270,0.5,1.0,.520,.434,0.4,0.8,.556,0.4,3.0,3.4,1.1,0.5,0.3,0.5,0.8,4.0,.747,7.5,1.2,-3.4,-0.2,16.7,0.4,.182,-3.3,2.3,-0.2,7.0,1.3,9.3,9.5,.449,11.0,-0.2,0.2,.020,"$2,641,691",/players/a/arizatr01.html,LAL,2.641691,
DJ_Augustin_2021,D.J. Augustin,PG,34,TOT,55,2,16.1,1.7,4.0,.423,1.2,3.0,.415,0.5,1.1,.448,.577,0.7,0.8,.884,0.2,1.0,1.2,1.9,0.3,0.0,1.0,0.7,5.3,.739,16.8,0.1,-3.6,-2.4,7.0,0.1,.194,-1.2,1.4,0.7,9.7,0.9,18.9,4.2,.610,14.3,-0.4,0.8,.043,"$622,467",/players/a/augusdj01.html,LAL,0.622467,
Deni_Avdija_2021,Deni Avdija,SF,21,WAS,82,8,24.2,3.0,7.1,.432,1.0,3.2,.317,2.0,3.9,.525,.503,1.3,1.7,.757,0.6,4.5,5.2,2.0,0.7,0.5,1.1,2.3,8.4,.447,11.8,1.9,-1.7,0.4,20.5,1.8,.235,-2.1,3.0,0.6,11.6,1.5,12.0,11.9,.536,16.3,0.1,2.4,.058,"$4,692,840",/players/a/avdijde01.html,WAS,4.69284,
Joel_Ayayi_2021,Joel Ayayi,SG,21,WAS,7,0,2.9,0.1,0.9,.167,0.0,0.1,.000,0.1,0.7,.200,.167,0.0,0.0,,0.1,0.3,0.4,0.6,0.0,0.0,0.0,0.0,0.3,.167,25.4,0.0,-6.0,-1.7,10.9,0.0,.000,-4.3,5.6,0.0,3.4,0.0,0.0,8.3,.167,13.3,0.0,0.0,-0.098,,/players/a/ayayijo01.html,WAS,,
Deandre_Ayton_2021,Deandre Ayton,C,23,PHO,58,58,29.5,7.6,12.0,.634,0.1,0.3,.368,7.5,11.7,.642,.639,1.8,2.4,.746,2.6,7.7,10.2,1.4,0.7,0.7,1.6,2.4,17.2,.027,7.6,2.1,2.8,0.6,27.1,3.1,.204,2.2,9.6,4.1,21.9,1.1,10.7,18.6,.656,21.4,2.1,7.3,.203,"$12,632,950",/players/a/aytonde01.html,PHO,12.63295,
Udoka_Azubuike_2021,Udoka Azubuike,C,22,UTA,17,6,11.5,2.2,2.9,.755,0.0,0.0,,2.2,2.9,.755,.755,0.4,0.6,.545,1.1,3.1,4.2,0.0,0.1,0.6,0.7,1.5,4.7,.000,0.0,5.0,-1.4,0.4,28.8,0.3,.224,-1.8,10.5,0.3,17.6,0.3,18.2,19.9,.743,14.7,0.0,0.6,.157,"$2,075,880",/players/a/azubuud01.html,UTA,2.07588,
Marvin_Bagley_III_2021,Marvin Bagley III,PF,22,TOT,48,25,23.9,4.7,9.3,.504,0.5,2.0,.237,4.2,7.3,.579,.530,1.4,2.1,.663,2.2,4.9,7.0,0.8,0.5,0.4,0.8,1.9,11.3,.217,5.2,1.4,-2.3,-1.8,22.6,0.9,.226,-0.5,9.7,1.2,15.7,0.9,7.4,16.0,.551,19.8,-0.1,2.0,.085,"$11,312,114",/players/b/baglema01.html,DET,11.312114,
LaMelo_Ball_2021,LaMelo Ball,PG,20,CHO,75,75,32.3,7.2,16.7,.429,2.9,7.5,.389,4.2,9.2,.462,.517,2.8,3.2,.872,1.4,5.2,6.7,7.6,1.6,0.4,3.3,3.2,20.1,.451,35.7,1.2,3.4,0.2,17.4,2.5,.194,3.3,4.7,3.4,19.7,2.4,15.3,11.0,.554,28.2,3.3,5.8,.116,"$8,231,760",/players/b/ballla01.html,CHO,8.23176,
Lonzo_Ball_2021,Lonzo Ball,PG,24,CHI,35,35,34.6,4.6,10.9,.423,3.1,7.4,.423,1.5,3.5,.423,.567,0.6,0.8,.750,1.0,4.4,5.4,5.1,1.8,0.9,2.3,2.4,13.0,.679,20.0,2.2,2.5,1.6,14.3,1.4,.073,0.9,3.3,0.8,14.5,2.6,17.2,8.8,.575,17.4,1.4,2.2,.088,"$18,604,651",/players/b/balllo01.html,CHI,18.604651,
Mo_Bamba_2021,Mo Bamba,C,23,ORL,71,69,25.7,4.2,8.7,.480,1.5,4.0,.381,2.7,4.7,.563,.566,0.8,1.0,.781,2.1,6.0,8.1,1.2,0.5,1.7,1.1,2.6,10.6,.455,7.4,5.9,0.7,0.9,24.6,2.7,.118,-0.2,8.5,1.8,16.5,1.0,10.6,16.5,.582,17.2,1.2,4.5,.118,"$7,568,742",/players/b/bambamo01.html,ORL,7.568742,
Desmond_Bane_2021,Desmond Bane,SF,23,MEM,76,76,29.8,6.7,14.5,.461,3.0,6.9,.436,3.7,7.6,.484,.565,1.8,2.0,.903,0.6,3.8,4.4,2.7,1.2,0.4,1.5,2.6,18.2,.475,13.5,1.1,2.7,0.3,13.6,2.7,.141,2.5,2.1,4.5,17.6,1.9,8.7,7.7,.592,23.1,2.7,7.2,.153,"$2,033,160",/players/b/banede01.html,MEM,2.03316,
Dalano_Banton_2021,Dalano Banton,PG,22,TOR,64,1,10.9,1.3,3.2,.411,0.2,0.8,.255,1.1,2.4,.464,.443,0.4,0.7,.591,0.6,1.3,1.9,1.5,0.4,0.2,0.8,1.1,3.2,.252,19.8,1.4,-3.1,0.4,14.1,0.8,.218,-3.5,5.6,-0.4,10.0,2.0,19.3,9.7,.463,16.9,-0.2,0.4,.030,"$925,258",/players/b/bantoda01.html,TOR,0.925258,
Cat_Barber_2021,Cat Barber,PG,27,ATL,3,0,4.3,0.0,1.3,.000,0.0,0.0,,0.0,1.3,.000,.000,0.0,1.3,.000,0.3,0.7,1.0,1.0,0.0,0.0,0.3,0.3,0.0,.000,26.7,0.0,-23.5,-7.6,16.7,0.0,1.000,-15.8,8.5,-0.1,-11.2,0.0,14.8,12.6,.000,22.7,-0.1,-0.1,-0.450,,/players/b/barbeca01.html,ATL,,
Harrison_Barnes_2021,Harrison Barnes,PF,29,SAC,77,77,33.6,5.1,10.8,.469,1.8,4.7,.394,3.2,6.2,.525,.554,4.4,5.4,.826,1.1,4.5,5.6,2.4,0.7,0.2,1.5,1.2,16.4,.432,10.5,0.5,0.2,-1.3,14.9,1.0,.495,1.5,3.4,5.0,15.7,1.0,10.4,9.1,.623,18.8,1.4,6.0,.112,"$20,284,091",/players/b/barneha02.html,SAC,20.284091,
Scottie_Barnes_2021,Scottie Barnes,PF,20,TOR,74,74,35.4,6.2,12.6,.492,0.8,2.6,.301,5.4,10.0,.543,.524,2.1,2.9,.735,2.6,4.9,7.5,3.5,1.1,0.7,1.8,2.6,15.3,.207,14.7,2.1,0.9,0.4,15.8,2.9,.231,0.5,7.7,3.7,16.3,1.5,11.7,11.5,.552,19.0,1.9,6.6,.122,"$7,280,520",/players/b/barnesc01.html,TOR,7.28052,
RJ_Barrett_2021,RJ Barrett,SF,21,NYK,70,70,34.5,7.0,17.1,.408,2.0,5.8,.342,5.0,11.3,.442,.466,4.1,5.8,.714,0.9,4.9,5.8,3.0,0.6,0.2,2.2,2.0,20.0,.338,14.9,0.7,-1.6,-1.3,15.5,2.2,.340,-0.3,2.9,0.1,13.7,0.9,9.9,9.1,.511,27.6,0.2,2.3,.046,"$8,623,920",/players/b/barrerj01.html,NYK,8.62392,
Will_Barton_2021,Will Barton,SG,31,DEN,71,71,32.1,5.5,12.6,.438,2.2,6.1,.365,3.3,6.6,.504,.525,1.4,1.8,.803,0.6,4.2,4.8,3.9,0.8,0.4,1.8,1.6,14.7,.480,17.6,1.2,-0.5,-0.9,14.1,1.9,.142,0.4,2.2,1.2,13.4,1.2,11.8,8.3,.548,20.8,0.9,3.2,.067,"$15,384,615",/players/b/bartowi01.html,DEN,15.384615,
Paris_Bass_2021,Paris Bass,SF,26,PHO,2,0,3.5,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,1.0,1.0,1.000,1.0,1.0,2.0,0.0,0.5,0.0,1.0,1.0,3.0,.333,0.0,0.0,-12.4,-1.2,29.9,0.0,.333,-11.2,31.5,0.0,13.9,6.9,22.5,30.6,.436,54.6,0.0,0.0,-0.170,,/players/b/basspa01.html,PHO,,
Charles_Bassey_2021,Charles Bassey,PF,21,PHI,23,0,7.3,1.3,2.0,.638,0.0,0.2,.000,1.3,1.9,.698,.638,0.4,0.5,.750,1.0,1.7,2.7,0.3,0.2,0.7,0.3,1.4,3.0,.085,6.5,9.1,1.9,2.2,26.1,0.3,.255,-0.3,14.9,0.4,21.5,1.5,13.3,20.6,.660,16.1,0.2,0.8,.220,"$925,258",/players/b/bassech01.html,PHI,0.925258,
Keita_Bates-Diop_2021,Keita Bates-Diop,SF,26,SAS,59,14,16.2,2.3,4.5,.517,0.3,0.9,.309,2.0,3.5,.572,.549,0.8,1.0,.754,1.1,2.9,3.9,0.7,0.5,0.2,0.8,1.0,5.7,.209,5.7,1.2,-2.6,-0.5,18.7,1.0,.232,-2.1,6.8,0.6,12.4,1.4,13.4,12.7,.578,14.8,-0.1,1.6,.080,"$1,729,217",/players/b/bateske01.html,SAS,1.729217,
Nicolas_Batum_2021,Nicolas Batum,PF,33,LAC,59,54,24.8,3.0,6.6,.463,1.8,4.6,.400,1.2,2.0,.607,.602,0.4,0.6,.658,0.5,3.8,4.3,1.7,1.0,0.7,0.7,1.4,8.3,.698,9.7,2.4,2.3,1.8,15.8,2.1,.098,0.5,2.2,1.6,13.5,1.9,9.0,9.2,.608,13.3,1.6,3.7,.123,"$3,170,029",/players/b/batumni01.html,LAC,3.170029,
Kent_Bazemore_2021,Kent Bazemore,SF,32,LAL,39,14,14.0,1.2,3.6,.324,0.7,2.1,.363,0.4,1.5,.271,.428,0.3,0.4,.765,0.3,1.4,1.8,0.9,0.6,0.2,0.5,1.8,3.4,.576,8.1,1.5,-4.3,0.8,11.0,0.5,.122,-5.1,2.6,-0.4,6.0,2.2,12.5,6.8,.451,13.2,-0.3,0.1,.006,"$2,401,537",/players/b/bazemke01.html,LAL,2.401537,
Darius_Bazley_2021,Darius Bazley,PF,21,OKC,69,53,27.9,4.0,9.4,.422,1.2,3.9,.297,2.8,5.5,.511,.484,1.7,2.5,.688,1.0,5.3,6.3,1.4,0.8,1.0,1.3,1.0,10.8,.414,7.7,3.4,-1.8,0.3,19.8,2.2,.262,-2.1,3.7,-0.5,12.6,1.5,11.1,11.6,.515,18.3,0.1,1.8,.044,"$2,513,040",/players/b/bazleda01.html,OKC,2.51304,
Bradley_Beal_2021,Bradley Beal,SG,28,WAS,40,40,36.0,8.7,19.3,.451,1.6,5.3,.300,7.1,14.0,.508,.492,4.2,5.1,.833,1.0,3.8,4.7,6.6,0.9,0.4,3.4,2.4,23.2,.272,30.8,0.9,0.8,-1.2,11.4,0.7,.263,2.0,3.0,0.6,17.5,1.2,13.6,7.3,.539,30.8,1.0,1.4,.046,"$34,502,130",/players/b/bealbr01.html,WAS,34.50213,
Malik_Beasley_2021,Malik Beasley,SG,25,MIN,79,18,25.0,4.2,10.8,.391,3.0,8.1,.377,1.2,2.7,.432,.532,0.6,0.8,.817,0.3,2.5,2.9,1.5,0.5,0.2,0.5,1.1,12.1,.749,8.5,0.6,-0.7,-1.5,11.2,1.2,.071,0.7,1.4,1.7,11.9,1.0,4.7,6.2,.544,19.4,0.7,2.9,.069,"$14,391,964",/players/b/beaslma01.html,MIN,14.391964,
Jordan_Bell_2021,Jordan Bell,C,27,CHI,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,,0.0,0.0,2.7,10.8,0.0,0.0,,-8.1,56.6,0.0,29.9,24.4,,28.1,,0.0,0.0,0.0,.600,,/players/b/belljo01.html,CHI,,
DeAndre_Bembry_2021,DeAndre' Bembry,SF,27,TOT,56,20,18.3,2.2,3.9,.561,0.3,0.6,.417,1.9,3.3,.589,.595,0.4,0.6,.600,0.8,2.2,2.9,1.2,0.9,0.4,0.6,2.0,5.1,.163,8.6,2.2,-0.7,1.5,12.5,1.1,.158,-2.2,4.6,1.1,11.9,2.3,11.6,8.6,.601,11.2,0.3,2.2,.104,"$601,867",/players/b/bembrde01.html,MIL,0.601867,
Davis_Bertans_2021,Dāvis Bertāns,PF,29,TOT,56,0,14.4,1.8,4.9,.360,1.4,4.1,.335,0.4,0.8,.489,.500,0.6,0.7,.900,0.2,1.9,2.1,0.6,0.3,0.2,0.3,1.5,5.6,.836,5.5,1.3,-2.6,-0.9,14.3,0.7,.145,-1.7,1.7,0.2,9.4,1.0,6.1,8.0,.531,17.3,-0.1,0.9,.053,"$16,000,000",/players/b/bertada01.html,DAL,16.0,
Patrick_Beverley_2021,Patrick Beverley,PG,33,MIN,58,54,25.4,3.1,7.5,.406,1.4,4.2,.343,1.6,3.3,.485,.501,1.7,2.3,.722,1.1,3.1,4.1,4.6,1.2,0.9,1.3,3.0,9.2,.555,24.5,3.4,2.7,2.1,13.2,1.7,.305,0.6,4.4,2.3,14.8,2.2,12.9,8.7,.539,16.1,1.7,4.1,.132,"$14,320,988",/players/b/beverpa01.html,MIN,14.320988,
Saddiq_Bey_2021,Saddiq Bey,SF,22,DET,82,82,33.0,5.5,13.9,.396,2.6,7.4,.346,2.9,6.4,.454,.489,2.6,3.1,.827,1.3,4.1,5.4,2.8,0.9,0.2,1.2,1.6,16.1,.537,13.8,0.5,-0.3,-1.2,14.1,1.6,.224,0.9,4.1,2.4,14.0,1.3,7.1,8.8,.529,21.3,1.2,4.0,.071,"$2,824,320",/players/b/beysa01.html,DET,2.82432,
Khem_Birch_2021,Khem Birch,C,29,TOR,55,28,18.0,1.8,3.6,.485,0.0,0.3,.000,1.8,3.4,.522,.485,1.0,1.3,.746,2.2,2.1,4.3,1.0,0.5,0.5,0.5,1.9,4.5,.070,7.6,2.6,-1.3,0.4,13.5,1.1,.355,-1.7,12.7,1.5,13.2,1.5,11.1,13.1,.534,11.2,0.2,2.6,.126,"$6,350,000",/players/b/birchkh01.html,TOR,6.35,
Goga_Bitadze_2021,Goga Bitadze,C,22,IND,50,16,14.6,2.6,5.0,.520,0.5,1.6,.288,2.2,3.4,.628,.565,1.3,1.9,.681,1.6,2.0,3.5,1.1,0.4,0.8,0.9,2.1,7.0,.317,11.2,5.0,-0.8,-0.6,15.3,0.6,.373,-0.2,11.9,1.3,18.0,1.4,13.6,13.5,.595,19.9,0.2,1.9,.122,"$3,098,400",/players/b/bitadgo01.html,IND,3.0984,
Bismack_Biyombo_2021,Bismack Biyombo,C,29,PHO,36,3,14.1,2.4,4.0,.593,0.0,0.0,,2.4,4.0,.593,.593,1.1,2.0,.535,1.8,2.9,4.6,0.6,0.3,0.7,0.7,1.9,5.8,.000,6.2,4.6,-1.3,0.4,21.5,0.9,.490,-1.7,13.7,0.9,17.3,1.1,12.4,17.7,.596,17.1,0.1,1.8,.170,"$1,366,392",/players/b/biyombi01.html,PHO,1.366392,
Nemanja_Bjelica_2021,Nemanja Bjelica,C,33,GSW,71,0,16.1,2.3,4.8,.468,0.8,2.1,.362,1.5,2.7,.549,.547,0.8,1.1,.728,0.9,3.3,4.1,2.2,0.6,0.4,1.2,1.8,6.1,.436,19.8,2.2,1.4,2.3,21.5,2.1,.237,-0.9,6.1,1.0,14.2,1.8,18.7,14.1,.573,17.8,1.0,3.0,.128,"$2,089,448",/players/b/bjeline01.html,GSW,2.089448,
Eric_Bledsoe_2021,Eric Bledsoe,PG,32,LAC,54,29,25.2,3.6,8.7,.421,0.9,3.0,.313,2.7,5.6,.479,.475,1.6,2.2,.761,0.5,2.9,3.4,4.2,1.3,0.4,2.1,1.6,9.9,.348,24.1,1.2,-0.8,1.3,11.6,1.8,.250,-2.1,2.2,-0.5,12.5,2.5,18.3,7.1,.514,20.5,0.4,1.3,.047,"$18,125,000",/players/b/bledser01.html,POR,18.125,
Keljin_Blevins_2021,Keljin Blevins,SF,26,POR,31,1,11.3,1.1,3.6,.306,0.7,2.3,.292,0.4,1.3,.333,.401,0.2,0.4,.545,0.5,0.9,1.5,0.6,0.4,0.0,0.5,0.9,3.1,.649,7.7,0.3,-8.5,-2.9,9.5,0.1,.099,-5.6,4.9,-0.6,4.8,1.8,12.8,7.1,.410,16.5,-0.6,-0.5,-0.066,,/players/b/blevike01.html,POR,,
Bogdan_Bogdanovic_2021,Bogdan Bogdanović,SG,29,ATL,63,27,29.3,5.4,12.6,.431,2.7,7.3,.368,2.7,5.3,.516,.537,1.5,1.8,.843,0.5,3.5,4.0,3.1,1.1,0.2,1.1,2.1,15.1,.578,15.5,0.7,1.3,-0.2,13.0,1.2,.145,1.5,1.7,2.5,15.4,1.8,7.7,7.4,.562,21.6,1.5,3.7,.095,"$18,000,000",/players/b/bogdabo01.html,ATL,18.0,
Bojan_Bogdanovic_2021,Bojan Bogdanović,PF,32,UTA,69,69,30.9,6.1,13.4,.455,2.6,6.8,.387,3.5,6.7,.524,.552,3.2,3.8,.858,0.8,3.4,4.3,1.7,0.5,0.0,1.7,1.7,18.1,.504,8.7,0.0,0.0,-1.6,11.8,1.6,.280,1.6,3.1,3.6,15.7,0.8,10.2,7.6,.599,23.7,1.1,5.2,.118,"$18,700,000",/players/b/bogdabo02.html,UTA,18.7,
Bol_Bol_2021,Bol Bol,PF,22,DEN,14,0,5.8,1.1,1.9,.556,0.1,0.3,.250,1.0,1.6,.609,.574,0.1,0.4,.400,0.3,1.1,1.4,0.4,0.1,0.1,0.3,0.3,2.4,.148,9.1,2.2,-1.0,-0.4,21.4,0.1,.185,-0.5,5.7,0.0,13.5,0.6,12.0,13.8,.565,18.0,0.0,0.1,.065,"$2,161,152",/players/b/bolbo01.html,ORL,2.161152,
Leandro_Bolmaro_2021,Leandro Bolmaro,SF,21,MIN,35,2,6.9,0.5,1.5,.315,0.1,0.5,.278,0.3,1.0,.333,.361,0.3,0.4,.846,0.5,0.8,1.2,0.6,0.2,0.0,0.4,0.7,1.4,.333,11.0,0.0,-5.8,-0.7,12.3,0.2,.241,-5.1,6.9,-0.1,5.4,1.2,17.9,9.6,.419,12.6,-0.2,0.0,.004,"$2,353,320",/players/b/bolmale01.html,MIN,2.35332,
Isaac_Bonga_2021,Isaac Bonga,SF,22,TOR,15,0,4.6,0.2,0.9,.231,0.1,0.3,.250,0.1,0.6,.222,.269,0.3,0.5,.625,0.3,0.2,0.5,0.3,0.5,0.1,0.1,0.7,0.8,.308,7.3,2.8,-0.4,5.0,5.0,0.1,.615,-5.4,6.0,-0.1,8.7,5.8,10.8,5.5,.363,11.5,0.0,0.1,.060,"$1,729,217",/players/b/bongais01.html,TOR,1.729217,
Devin_Booker_2021,Devin Booker,SG,25,PHO,68,68,34.5,9.7,20.9,.466,2.7,7.0,.383,7.0,13.9,.508,.530,4.6,5.3,.868,0.7,4.4,5.0,4.8,1.1,0.4,2.4,2.6,26.8,.336,22.4,1.0,4.1,0.2,13.2,3.3,.255,3.9,2.1,4.3,21.3,1.6,9.3,7.8,.576,32.0,3.6,7.6,.156,"$31,610,000",/players/b/bookede01.html,PHO,31.61,
Brandon_Boston_Jr_2021,Brandon Boston Jr.,SG,20,LAC,51,0,14.9,2.5,6.4,.385,0.7,2.2,.306,1.8,4.2,.425,.437,1.2,1.4,.819,0.3,1.8,2.2,1.0,0.5,0.3,0.6,0.8,6.7,.342,10.1,1.5,-3.3,-0.4,12.7,0.9,.222,-2.9,2.4,-0.5,11.2,1.7,8.0,7.7,.481,22.4,-0.3,0.4,.026,"$925,258",/players/b/bostobr01.html,LAC,0.925258,
